label,youtube_id,time_start,time_end,split
ski ballet,A2yMwKiZfmQ,22,32,train
pouring wine,A3BJQ73BOpA,16,26,train
pouring wine,A3X6_J7h8qY,22,32,train
filling cake,A4E0CsFyPp0,143,153,train
dealing cards,A4heSAwYIPA,0,10,train
treating wood,A4ncGIR9tSo,130,140,train
steer roping,A5mB0tSNuN0,0,10,train
looking in mirror,A61NakyLL_w,6,16,train
calculating,A79hBV2lRR0,283,293,train
bending back,A7P1hMp9aLA,193,203,train
squeezing orange,A7UOjCbWYA0,21,31,train
saluting,A7fpSoxMRYI,32,42,train
pouring milk,A7w4KdLa1T4,19,29,train
adjusting glasses,A8-IwFl0vSg,53,63,train
petting horse,A84NXEHDoBI,0,10,train
playing blackjack,A8Sa3AxoDZg,257,267,train
seasoning food,A9JkBV7bqHo,33,43,train
filling eyebrows,A9jSkYonDaw,0,10,train
mixing colours,A9nPdt4Gt7I,190,200,train
calculating,AA0HJFA1RXA,70,80,train
blending fruit,AA4zTNUne80,24,34,train
dealing cards,AA9Xm2ssv_E,143,153,train
steering car,AAWaLdphCyI,0,10,train
playing mahjong,ABJ2kn7S4Ao,230,240,train
testifying,ABJfyNL7Bvw,144,154,train
decoupage,ABnytM1nU3c,167,177,train
playing piccolo,ABsp4IxQvWg,196,206,train
assembling bicycle,AC5oDt4LGlA,0,10,train
opening coconuts,ACg_Jn47jU4,27,37,train
making slime,AD0lZyilQxg,122,132,train
pouring milk,ADgd1gKK7As,8,18,train
scrapbooking,ADnQCRzhErE,0,10,train
playing shuffleboard,AE2IMVo7em8,0,10,train
calculating,AEX_V0qXHsk,188,198,train
listening with headphones,AFhKUocggtM,0,10,train
waxing armpits,AFl1FfKYkvM,65,75,train
looking in mirror,AFxWcw7Jwi0,605,615,train
adjusting glasses,AG8ib5RgZVA,0,10,train
laying decking,AG9ptyTXg4Q,307,317,train
adjusting glasses,AGoMD8UDwqo,0,10,train
curling eyelashes,AGs-rtFGago,104,114,train
squeezing orange,AGwWI4gEEvI,6,16,train
mixing colours,AH-dHVLy0CI,86,96,train
filling cake,AJB2s06ZCns,0,10,train
playing piccolo,AJRqoap42eY,26,36,train
pulling rope (game),ALF0ghoTYBQ,12,22,train
sausage making,ALH5J4gZAIU,22,32,train
brushing floor,ALPeVXZAxQ4,0,10,train
passing American football (in game),AMnMwbs-VYM,12,22,train
steering car,ANYuZJa7G0g,0,10,train
gospel singing in church,ANz_UlUQVaQ,167,177,train
pulling rope (game),AO7n4yjiB2Q,209,219,train
pouring milk,AO9U4W9Psg0,26,36,train
saluting,AONmaw9xBRg,0,10,train
taking photo,AOtbtXCf4Dg,34,44,train
swimming with sharks,AP3ohWNU1zw,0,10,train
playing mahjong,AQuy6LG3Eug,54,64,train
playing nose flute,ARDYB2511ms,22,32,train
laying stone,ARFNHVgwFM4,29,39,train
calculating,ARMBQ-XPiD8,41,51,train
mixing colours,ARMuHbaXkiw,31,41,train
putting wallpaper on wall,ASGgLYEsuoY,0,10,train
ski ballet,ASYynfTSIRE,11,21,train
letting go of balloon,AT0M1mFa5Wg,58,68,train
jumping sofa,ATfJFylkLGo,0,10,train
pulling espresso shot,AUMbiKO7bEY,0,10,train
decoupage,AUQCzLOCMe0,282,292,train
stacking dice,AUqU_y6K188,88,98,train
pouring milk,AUuO42V_ZFs,24,34,train
saluting,AUz7HeUhek4,7,17,train
opening coconuts,AVfZzNYNpM4,22,32,train
taking photo,AVjf8eK7ljU,194,204,train
poking bellybutton,AVk1timQi9U,7,17,train
saluting,AWpWJHjk9tc,16,26,train
testifying,AWuegZKM3J4,207,217,train
pulling rope (game),AX2YWLciMJM,0,10,train
surveying,AXCREPVxey0,50,60,train
playing blackjack,AXFvrju-Jb4,157,167,train
decoupage,AXM1YDSPTwc,349,359,train
saluting,AXRdAoJsPyo,0,10,train
closing door,AXWNnl1g9bQ,0,10,train
herding cattle,AXfZ3BU60UQ,357,367,train
sausage making,AY5GariQ8NY,0,10,train
looking in mirror,AY6hUp5CC8w,19,29,train
poaching eggs,AYGj0j47yyg,18,28,train
scrubbing face,AYkcyGwsahY,64,74,train
putting wallpaper on wall,AZ1bae2uTwE,0,10,train
blending fruit,AZDJR7KYI-k,33,43,train
pulling rope (game),AZruaRxSrms,0,10,train
scrapbooking,A_D_F5Vs9gc,19,29,train
skiing mono,A_KitUu8ilU,12,22,train
pouring milk,A_LmCSCZRk0,0,10,train
laying stone,Aa7JF6mFE2U,77,87,train
putting on sari,Aa9mfy4xKr4,183,193,train
listening with headphones,Ab6KU9Ve7Gs,45,55,train
coloring in,AbJrBsNcH5E,0,10,train
cutting cake,Abou-u0cse4,21,31,train
blending fruit,AbxCxYKseIg,8,18,train
steer roping,AcPKuVtneLk,1,11,train
seasoning food,AcRuhaVzCEM,40,50,train
playing rounders,AdQt8lc43n4,258,268,train
gospel singing in church,AdSeA1Gljy8,40,50,train
jumping sofa,Ae26UhsyflY,33,43,train
looking in mirror,Ae33pHSa08I,0,10,train
spinning plates,AeE0cOarMZI,0,10,train
steering car,AeTrfTCOhF8,11,21,train
playing mahjong,AecS9M9dYj0,15,25,train
entering church,AfLB9vZMGfA,10,20,train
dyeing eyebrows,AfcPMRZgmLI,448,458,train
looking in mirror,AfvS66VXsPw,0,10,train
peeling banana,Ag5jXjk4Q5A,0,10,train
jumping sofa,AgIRUrLhKcw,0,10,train
pulling rope (game),AgIbeD_DhXA,0,10,train
squeezing orange,AgYCY9hkuqA,0,10,train
treating wood,Agg3lXu721A,152,162,train
ski ballet,AgoSg0bPbmc,0,10,train
stacking dice,AhHbyXsI78U,45,55,train
letting go of balloon,AhWu_58x5C0,34,44,train
listening with headphones,Ai18JY1Kgaw,52,62,train
playing nose flute,Aku2XPj9_L0,20,30,train
playing nose flute,AlAYByNYboY,0,10,train
treating wood,Aleco1pvt6k,281,291,train
playing blackjack,AmB9IZoWsII,967,977,train
mixing colours,AmSafuAkBnY,24,34,train
petting horse,AmylVFrdFGI,0,10,train
card stacking,An0aJggyyDE,184,194,train
pouring milk,AnICe20bYgA,147,157,train
swimming with sharks,AnjM-9asHOA,0,10,train
pulling espresso shot,AnsE2J7gUak,54,64,train
playing piccolo,AnuF4UfoiWY,0,10,train
saluting,Ao6wNvKgDnw,142,152,train
twiddling fingers,AoCPFNNbOsE,0,10,train
milking goat,AoInh3VBObM,61,71,train
entering church,AocnNYVslEY,28,38,train
stacking dice,ApAvUPraBlM,14,24,train
filling eyebrows,ApnmmFSlXtQ,69,79,train
squeezing orange,Aq0F9SeUnR4,39,49,train
polishing furniture,AqWogQFTmH4,90,100,train
decoupage,AqcQwJOnVww,242,252,train
picking blueberries,Aqmr7VMdCGI,161,171,train
adjusting glasses,Are_w4BuL7U,159,169,train
punching person (boxing),Ary1chhW3is,243,253,train
pouring milk,AsHR0Xg3ioc,12,22,train
closing door,AsVrYpzjdKQ,28,38,train
being in zero gravity,Ask2j3pblHo,17,27,train
pulling rope (game),AtcmsojbP3s,0,10,train
sieving,AtsGE9IvWfc,0,10,train
steer roping,Au2rq5Vchc8,0,10,train
steering car,Aun_7M-rYnc,1,11,train
putting on sari,AupVgstQfdc,91,101,train
swimming with sharks,AutD4g8PRok,36,46,train
pouring wine,Auy1DSn00I8,474,484,train
blending fruit,AvIv0X0KJpQ,47,57,train
listening with headphones,AvZdfCI51Ks,0,10,train
taking photo,Aw0WUb2HhNo,284,294,train
seasoning food,Aw7eRSRd3Vw,118,128,train
listening with headphones,AwBAktHtj74,41,51,train
playing piccolo,AwHl5YBZHTo,0,10,train
tossing salad,AwXzHVkaUKU,24,34,train
sieving,AwxV5doRi7o,23,33,train
surveying,Awz7HREI4Ho,820,830,train
filling cake,AxAXNCd3LUg,140,150,train
playing mahjong,AxFKJ4f9eU0,136,146,train
waxing armpits,AxfZQIeYTJ8,308,318,train
pulling rope (game),AyUjPFwrVNQ,0,10,train
poaching eggs,AynQ-k4MruU,56,66,train
bending back,Az1vJYR9_EQ,7,17,train
letting go of balloon,AzTflVLYLFg,73,83,train
spinning plates,AzUiuSGF8RI,2,12,train
letting go of balloon,AzcLDNQZSDg,0,10,train
steering car,AzfeJdQE50M,71,81,train
dealing cards,B-YKihIhlW4,199,209,train
threading needle,B-m4cCCpv18,0,10,train
pulling espresso shot,B-vfM6frvoQ,9,19,train
decoupage,B06ZQTTN71Y,81,91,train
pouring milk,B1OxrGTY0eg,94,104,train
seasoning food,B1whKZy4FO0,165,175,train
playing piccolo,B2DtdC2luok,0,10,train
pulling rope (game),B2s_ZsPf-aI,0,10,train
pouring milk,B2w0lMFaKD8,147,157,train
shoot dance,B34yxhCZOIk,205,215,train
playing rounders,B3_OweQEkfw,0,10,train
gospel singing in church,B3iOPETRHb0,187,197,train
filling eyebrows,B3l8cPPy2G8,75,85,train
steer roping,B4bRTH6YyYU,0,10,train
listening with headphones,B5gJ045n0JA,15,25,train
assembling bicycle,B6FWR5X2naE,29,39,train
uncorking champagne,B6HgL9Z4a4c,0,10,train
passing American football (in game),B6N8vJJT7Ho,0,10,train
bending back,B6w1h2talBU,186,196,train
saluting,B6z2bGL5teM,0,10,train
pouring milk,B794FMQfXgY,0,10,train
filling cake,B7Cw2Wgs8t8,59,69,train
entering church,B7ekCX4C08Q,0,10,train
being in zero gravity,B8NZiYGr2YI,16,26,train
seasoning food,B8TpeDRHHtU,106,116,train
jumping sofa,B8bqOJuGHvA,114,124,train
blending fruit,B9ULy_Xg8dU,26,36,train
pouring wine,B9iOtVP-mP8,0,10,train
putting on sari,BAT-5KybSpM,84,94,train
stacking dice,BAmkrclFG28,414,424,train
poaching eggs,BAnzUukK0w4,107,117,train
milking goat,BB46HtpUfSw,9,19,train
gospel singing in church,BBXIPyN15R0,49,59,train
steering car,BBZw5kbqLSE,0,10,train
skiing mono,BBjSruCwIQ8,0,10,train
taking photo,BBrlDKrdPx0,181,191,train
pulling rope (game),BC-l0V9CH8g,104,114,train
milking goat,BC32Piz9744,428,438,train
photobombing,BC3sLVlLMAU,116,126,train
uncorking champagne,BC4u5feJRv8,0,10,train
picking blueberries,BC8LoBz8_UI,73,83,train
spinning plates,BCBALV0-WeU,74,84,train
being in zero gravity,BCGHKCrFnR8,23,33,train
eating nachos,BCKxocN3LvU,268,278,train
being in zero gravity,BCRFRLqFM74,232,242,train
base jumping,BCUIrJENxRE,34,44,train
mixing colours,BCUTbfJA5V8,25,35,train
eating nachos,BClGXlaED34,477,487,train
playing blackjack,BCwrM3BFnxI,1129,1139,train
being in zero gravity,BCx7ec1u1Gc,0,10,train
putting wallpaper on wall,BDOoYgyNTTA,33,43,train
photobombing,BDrMCjd0IlM,13,23,train
twiddling fingers,BE2ILVXowEQ,0,10,train
shredding paper,BFPVtgb0j4I,0,10,train
square dancing,BFnldaDVhnI,210,220,train
changing gear in car,BFsCyGHxMKM,0,10,train
blending fruit,BGNF26eswmA,169,179,train
stacking dice,BGZL8QtWMuA,10,20,train
eating nachos,BGxZ4GCoP_A,196,206,train
sucking lolly,BGxeiXWTiBA,0,10,train
opening coconuts,BGyA6w1zG5U,59,69,train
steer roping,BHA0hEYn8_k,0,10,train
pulling rope (game),BHcyCS-3e2k,0,10,train
seasoning food,BHsSuoMXcLY,42,52,train
testifying,BHyZCu0e0R0,63,73,train
carving marble,BI5uIT_kFGM,236,246,train
punching person (boxing),BI9pUPlYiWE,100,110,train
pulling rope (game),BIY3Kc6g5YQ,0,10,train
playing piccolo,BJEc1bXZxzU,0,10,train
curling eyelashes,BJlDnEoqDW0,31,41,train
steer roping,BKMzaGEh-Ig,30,40,train
twiddling fingers,BKnMGCvWAzs,0,10,train
bending back,BLtborGh4L0,145,155,train
stacking dice,BM-biQ4sris,0,10,train
putting on shoes,BM8FpXkivw0,0,10,train
delivering mail,BMQZrJL9AsY,6,16,train
opening coconuts,BMRVQUSgzGM,0,10,train
playing piccolo,BMl0-GXZnPQ,19,29,train
milking goat,BN3HqbTR5tc,10,20,train
steering car,BNH4oGX5TLg,53,63,train
scrapbooking,BNV-mPT-xXk,0,10,train
filling cake,BNmTWz5EyCU,0,10,train
steer roping,BNyd2hAiQY4,0,10,train
cutting cake,BO1Apuu6gEs,0,10,train
brushing floor,BO40R6AjyY4,19,29,train
seasoning food,BO800o3oeDM,536,546,train
carving marble,BOE9CKw9dOc,232,242,train
calculating,BOjcLkI2PlQ,492,502,train
shoot dance,BOkDbKRzj9U,0,10,train
poaching eggs,BOuD-lO-P1o,22,32,train
sausage making,BPMKdw0VGno,122,132,train
swimming with sharks,BPiy9A7mwKg,43,53,train
playing mahjong,BPrCE3Y3tkI,38,48,train
steering car,BQ5XR4s9U2k,24,34,train
listening with headphones,BQ7vuX1WM7k,0,10,train
playing rounders,BQRejUSYZaA,80,90,train
closing door,BQXyRxRT8OU,0,10,train
tossing salad,BQfid3gZ4Ig,531,541,train
steer roping,BQrCNzk0mrI,0,10,train
scrubbing face,BRMJxr2sGps,62,72,train
coloring in,BSHftx8J1OI,0,10,train
carving marble,BT7OG17N2dg,375,385,train
twiddling fingers,BTDq9jKJF84,8,18,train
eating nachos,BTpBFIPQCZ4,93,103,train
poking bellybutton,BTyFu8Fcius,0,10,train
waxing armpits,BU1W9gK4tB4,0,10,train
carving marble,BUWkF0Lc89s,101,111,train
jumping sofa,BUgwFIjueJE,0,10,train
being in zero gravity,BVlQaXbj5wM,0,10,train
entering church,BVtvQqq6pOg,0,10,train
vacuuming car,BWAyxMrYFQ4,0,10,train
treating wood,BWN1WEN7xGs,103,113,train
putting wallpaper on wall,BWVmEg5SZ3A,1,11,train
calculating,BWXfSoru9Q0,104,114,train
ski ballet,BW_UNBuKIB4,10,20,train
jumping sofa,BX9XJDJgSO8,0,10,train
scrubbing face,BXIQu8A922Y,15,25,train
stacking dice,BXJq1QDyB2Q,21,31,train
herding cattle,BYS916gMUv4,0,10,train
stacking dice,BZ8X5HUf2os,0,10,train
seasoning food,BZnsU_MrR90,0,10,train
scrubbing face,B_DQcMpodxE,224,234,train
swimming with sharks,B_irFp0M6n0,0,10,train
base jumping,B_oK2AwuHOM,0,10,train
pouring wine,Ba1c2UTQbMA,50,60,train
photobombing,BaXsA0vooZk,0,10,train
luge,Bb0AoGqWsMY,43,53,train
picking apples,Bb72GuZw3Qs,4,14,train
saluting,Bb8mwrdRT5U,231,241,train
luge,BbOW4Prhd5Q,40,50,train
carving marble,BbVIlquaFsI,8,18,train
filling eyebrows,BbZzEedJpvw,0,10,train
steer roping,Bc-xBaCYz5w,0,10,train
pulling rope (game),BcNYLUNC7bY,0,10,train
taking photo,BcPh-aScuAw,45,55,train
poking bellybutton,BceOPLyzaNg,0,10,train
pulling rope (game),BclLBygetIQ,0,10,train
square dancing,BdQPJ_OCWlI,0,10,train
bending back,BeAdErTFZZI,0,10,train
punching person (boxing),Bf1jpmqQI8g,10,20,train
stacking dice,Bf5C6Gap8P8,0,10,train
chiseling wood,BfVn1EVNRJ4,69,79,train
pulling rope (game),BfiGJChfLOM,0,10,train
testifying,BgKc7It3XGw,9,19,train
playing rounders,BgaB-CrNW70,208,218,train
brushing floor,Bgnj747YLxM,0,10,train
brushing floor,Bgyp64vssSM,15,25,train
steering car,BhnhYnJ6OTo,0,10,train
vacuuming car,Bi-VTqGq8Xc,165,175,train
waxing armpits,Bi2O9q8nbsM,204,214,train
picking blueberries,BiJrTgLhmAg,19,29,train
doing sudoku,Bih8U_QziUs,1497,1507,train
delivering mail,Bj8otNDImgQ,0,10,train
decoupage,Bj9pExkl4v4,136,146,train
passing American football (in game),BjMvBMiDof0,1,11,train
coloring in,BjSDgEwWoHc,36,46,train
filling cake,Bjq09DKw2E4,0,10,train
ski ballet,Bk-63OVJiQM,0,10,train
filling cake,Bk6WOdm2Q00,0,10,train
opening coconuts,BkjBwmM_3DA,34,44,train
entering church,Bl1j647hen8,24,34,train
waxing armpits,Bl773dbaKyc,991,1001,train
mixing colours,Bl_hG2sY14E,76,86,train
letting go of balloon,BliYU_ZH1f0,18,28,train
gospel singing in church,BlnTtihZr_Q,197,207,train
luge,Blv7rMeSm54,0,10,train
filling cake,BmT4J6rNF2s,121,131,train
decoupage,Bm_uCytfrnU,337,347,train
playing road hockey,Bmb8EXTQFEQ,144,154,train
square dancing,BmlF6mR-INk,162,172,train
stacking dice,Bn17NcwsUq0,913,923,train
tossing salad,Bn3MPt5sjVw,204,214,train
saluting,BnJxpY3Fm-A,22,32,train
putting on sari,BneiOoMkGrY,298,308,train
pouring wine,Bojidn_0mrA,0,10,train
gospel singing in church,BpTOQqCn9nk,332,342,train
squeezing orange,BprcB5_aFlA,38,48,train
brushing floor,BqJM23WYcx8,23,33,train
pulling rope (game),BqcaKI-a3OU,0,10,train
passing American football (in game),Br6w-4JQo7A,0,10,train
poaching eggs,Brk3WcnWHUI,104,114,train
pulling rope (game),BrtETZdJsrE,29,39,train
entering church,BsaHQbkQPPw,17,27,train
polishing furniture,BtImRiQv3Jw,141,151,train
decoupage,Bu-TTelyY_c,0,10,train
closing door,BuFjL71j0Sw,0,10,train
blending fruit,BuSl0D2cHVE,41,51,train
playing road hockey,BuTFXLxvUAc,10,20,train
swimming with sharks,BuXDVTdwW8w,0,10,train
vacuuming car,BudH2fROp0I,186,196,train
playing mahjong,Bv0oi-USiL8,192,202,train
decoupage,BvPYlkvR88g,0,10,train
playing shuffleboard,Bve9Lwb4i-o,0,10,train
listening with headphones,BwCr-5bP0XI,70,80,train
jumping sofa,BwGDaIMaWh0,1,11,train
filling cake,BwcO52jm5h0,11,21,train
pulling rope (game),BwhZmf8xw04,38,48,train
closing door,BwvGW4IDgNY,0,10,train
steer roping,Bx433P9CtPA,0,10,train
chiseling wood,BxDrqA9-fSw,0,10,train
scrubbing face,BxJ44Rg97mw,101,111,train
skiing mono,BxZmXI9aErc,196,206,train
brushing floor,BxbXBtNvssQ,359,369,train
steer roping,By5F-cGbtyE,6,16,train
waxing armpits,By5av1SnBV0,533,543,train
jumping sofa,ByHK_yGz0rA,42,52,train
scrubbing face,C-Q6PO6BSkA,502,512,train
swimming with sharks,C0DvU_ChDLY,13,23,train
playing piccolo,C0S3FbiQq9Q,137,147,train
dealing cards,C0T0TbvjgXo,202,212,train
steering car,C0ZI2Ki4O_M,0,10,train
taking photo,C10Vu_GEhSk,110,120,train
baby waking up,C1U_cv5BmvY,0,10,train
putting wallpaper on wall,C2L5dG0UiBg,398,408,train
square dancing,C2LkAxv5e7U,0,10,train
swimming with sharks,C2ySYMt3Ppk,177,187,train
mixing colours,C3K0g1CZUgc,18,28,train
stacking dice,C3iaIZ2-6yo,0,10,train
decoupage,C3mcQNNAzWU,165,175,train
steer roping,C4I3Ot008Gc,0,10,train
pouring wine,C4K01F67S84,0,10,train
pouring wine,C4okBCR33w4,244,254,train
testifying,C5mSiMWRlYI,0,10,train
swimming with sharks,C60VqNcaFu8,0,10,train
squeezing orange,C6jgFCkw4N4,422,432,train
twiddling fingers,C6tKlm7V0ME,0,10,train
brushing floor,C6vLIBWrVAA,46,56,train
pouring milk,C8F3-WQr4i4,339,349,train
base jumping,C8OTTBPHWyE,213,223,train
pulling rope (game),C8Pm5Bj35jk,29,39,train
poaching eggs,C8qfrhDa7VM,311,321,train
passing American football (in game),C8rWbEXuwTk,0,10,train
baby waking up,C93-vBh7Tq0,0,10,train
listening with headphones,C9ErGqrfpT0,9,19,train
gospel singing in church,C9b-TiUDBeg,0,10,train
picking blueberries,C9hrC7wAX1A,38,48,train
delivering mail,CAjnhuFUxDs,66,76,train
adjusting glasses,CAoOxZfsna8,236,246,train
tossing salad,CAyv1rCBCp4,86,96,train
shoot dance,CBB1ocRQ0Qw,0,10,train
polishing furniture,CBH3dF7qYNA,82,92,train
square dancing,CBLWzNGK_cQ,0,10,train
seasoning food,CBNTCdammW0,116,126,train
blending fruit,CBmYJrQb5VU,29,39,train
peeling banana,CBuRJAVlvD8,0,10,train
playing mahjong,CCZkxiXsFHM,11,21,train
scrubbing face,CCfQIjaWlhI,141,151,train
pouring wine,CCgbzf5ggL0,0,10,train
playing piccolo,CDcXhFBalSI,0,10,train
skiing mono,CE7trUqhbd8,0,10,train
playing piccolo,CF17Qb2K05Q,21,31,train
pulling rope (game),CF8NVuRf13I,0,10,train
pulling espresso shot,CFEvpbbA-QI,0,10,train
saluting,CFJqUU31Dhs,16,26,train
cutting cake,CFZdy4SWfz8,14,24,train
mixing colours,CHZfveCBgJE,15,25,train
uncorking champagne,CHbjE0zeedY,0,10,train
steering car,CHsr4N-q66s,0,10,train
blending fruit,CHxVuZUaOEY,225,235,train
playing nose flute,CIBAdkhMlKs,10,20,train
eating nachos,CIBHhzEvkR0,130,140,train
dealing cards,CIiwu720PSs,0,10,train
making slime,CIsGHHtXaP8,17,27,train
sucking lolly,CIw547qX6D4,71,81,train
passing American football (in game),CJ62tAnN5HQ,43,53,train
bending back,CJM-ztw81MI,137,147,train
polishing furniture,CKDWO-FBWKU,75,85,train
mixing colours,CKI3NOvI9Xs,550,560,train
decoupage,CKJytxZ3bbY,0,10,train
steering car,CK_SRGpUBfk,0,10,train
shooting off fireworks,CKoBuNilhXU,0,10,train
testifying,CKr3A6XIJFY,1472,1482,train
milking goat,CKy7FGyb_Yg,76,86,train
playing road hockey,CLNnCQb1eoI,0,10,train
ski ballet,CMBtHshVB9A,0,10,train
filling cake,CM_9VlgnvcY,129,139,train
curling eyelashes,CMwKJbeWJuI,10,20,train
shopping,CNNwJ06uRm0,42,52,train
sausage making,CNb_PjrVBmA,637,647,train
bending back,CNtIOEd1DzY,188,198,train
shopping,CNvfp487LJU,2,12,train
vacuuming car,COXYG8R8yLs,16,26,train
spinning plates,COjhyzJV2Cg,0,10,train
carving marble,CPCBEJym6GY,0,10,train
chiseling stone,CPCBEJym6GY,43,53,train
pouring wine,CPGTYOOy4jU,0,10,train
herding cattle,CPRjCcDzGS8,0,10,train
doing laundry,CQ6DakH5MVE,1642,1652,train
doing sudoku,CQeMsIZFNbI,125,135,train
mixing colours,CQtz6JWWZwI,551,561,train
calculating,CSchxvr5MGY,44,54,train
doing sudoku,CSkUYR3EDqo,109,119,train
springboard diving,CT2ReiyudOQ,0,10,train
adjusting glasses,CT9iJHLCE4Q,69,79,train
stacking dice,CThw_xIcRn8,0,10,train
playing blackjack,CTo6D0mNz5o,0,10,train
card stacking,CVKCz6-hZqI,225,235,train
coloring in,CWNVBpNBt5I,0,10,train
pouring wine,CWki0DmFF54,0,10,train
twiddling fingers,CWpm6390U1A,33,43,train
playing rounders,CX83b76lNCs,50,60,train
coloring in,CXEnaaJGxrk,60,70,train
decoupage,CXZDJn49rG4,724,734,train
threading needle,CXiLFiIR_mk,48,58,train
delivering mail,CXrdSB8dUXY,36,46,train
playing mahjong,CXxYODtuG28,15,25,train
poaching eggs,CXzW25Gdz9Q,20,30,train
playing blackjack,CYOiOVwSi-8,429,439,train
twiddling fingers,CYj9c5sSVX8,19,29,train
curling eyelashes,CZAVcV7Z6GM,43,53,train
vacuuming car,CZqwNxHklEg,18,28,train
playing nose flute,CZxgCPUK6ho,25,35,train
base jumping,C_EKemnJmh8,57,67,train
closing door,C_sMrsZF634,0,10,train
jumping sofa,C_xjQ-UzTKA,0,10,train
picking blueberries,Ca09jiTHFNw,336,346,train
waxing armpits,Ca0eNyu5UTI,328,338,train
waxing armpits,Cacu69AHMtU,119,129,train
tasting wine,Caif6FoWhDw,10,20,train
doing sudoku,Cb9-qx97lGE,143,153,train
tossing salad,CbgXm72QuDw,166,176,train
brushing floor,Cbt-lcUhVSM,86,96,train
filling eyebrows,Cbtix4Y1UJ0,0,10,train
pulling rope (game),Cc85LYmOlD8,40,50,train
stacking dice,Ccrojh3yUm0,0,10,train
spinning plates,Ccz9_EHvFlM,19,29,train
herding cattle,CdIcjLscqdg,0,10,train
playing piccolo,CdWGQo80AEU,0,10,train
entering church,CdgH7Jj7nNA,41,51,train
playing mahjong,CdnltB23RkA,91,101,train
letting go of balloon,CeA3i1JLco4,38,48,train
playing shuffleboard,CeFWgCPBAus,45,55,train
scrubbing face,CeYNa8FvJsk,48,58,train
twiddling fingers,CejLm2Utcak,0,10,train
pulling rope (game),Cew77Nhd_4k,0,10,train
blending fruit,Cf1rJzTONaQ,16,26,train
seasoning food,CfpEGN3zYMs,223,233,train
lighting candle,CfpaE0zOlZw,3,13,train
playing blackjack,Cg3u5TMNK0M,2394,2404,train
scrubbing face,Cg8izrs00Dg,300,310,train
jumping sofa,CgWOW3JOq_c,12,22,train
playing piccolo,CgXHrPE_qR0,33,43,train
sausage making,CgrbB98C334,180,190,train
squeezing orange,CgzC_mRYfQg,194,204,train
dealing cards,Ch3a8m_fdqY,0,10,train
playing shuffleboard,ChPUVjtZHqM,0,10,train
playing nose flute,ChT7hIkaIrs,0,10,train
shoot dance,ChTya5wK4bY,0,10,train
brushing floor,ChmLtq80mys,0,10,train
saluting,Chwo4CpRC5Y,76,86,train
playing road hockey,CiRGLhWqjVg,516,526,train
bending back,CiY3HFwSwjI,19,29,train
spinning plates,Cio5USwmzy4,145,155,train
shopping,Ciq0zAnQyts,0,10,train
carving wood with a knife,Ciqjo4AQvzE,424,434,train
treating wood,Cj6BuG9N8OM,275,285,train
coloring in,CjIryIjW_sI,74,84,train
swimming with sharks,Cja9TA72TfM,0,10,train
pouring wine,CjaHi5RVmUs,234,244,train
polishing furniture,Ck-f76O1nLE,132,142,train
ice swimming,Ck1MGwiThfU,173,183,train
squeezing orange,CkURmRul_ps,12,22,train
brushing floor,Ckf_xw38ptw,0,10,train
pouring milk,CktmfUVbT-U,45,55,train
opening coconuts,Cl2VFKKtWLI,119,129,train
filling eyebrows,Cl3zKyWuWQA,151,161,train
filling cake,ClYqddFXWkU,212,222,train
stacking dice,ClhsttwjjkY,3089,3099,train
pouring milk,ClteZtD-Mxw,0,10,train
putting on sari,CmZ1efpTsN8,135,145,train
